ARRIVAL_DATETIME,ORIGIN_AIRPORT,DESTINATION_AIRPORT,CANCELLATION_REASON,AIRLINE_DELAY
2015-02-17 08:00:00,DCA,ATL,Weather,
2015-02-17 08:00:00,DCA,ATL,Weather,
2015-02-17 08:00:00,RDU,ATL,Weather,
2015-02-17 08:00:00,IAD,ATL,Weather,
2015-02-17 08:00:00,OAJ,ATL,Weather,
2015-02-17 09:00:00,PHL,ATL,Weather,
2015-02-17 07:00:00,LEX,ATL,Weather,
2015-02-17 08:00:00,RIC,ATL,Weather,
2015-02-17 07:00:00,TRI,ATL,Weather,
2015-02-17 09:00:00,BWI,ATL,Weather,
2015-02-17 08:00:00,RDU,ATL,Weather,
2015-02-17 08:00:00,CHO,ATL,Weather,
2015-02-17 09:00:00,DCA,ATL,Weather,
2015-02-17 08:00:00,GSP,ATL,Weather,
2015-02-17 09:00:00,RDU,ATL,Weather,
2015-02-17 10:00:00,LGA,ATL,Weather,
2015-02-17 09:00:00,RIC,ATL,Weather,
2015-02-17 09:00:00,ROA,ATL,Weather,
2015-02-17 09:00:00,LEX,ATL,Weather,
2015-02-17 10:00:00,PHL,ATL,Weather,
2015-02-17 09:00:00,TRI,ATL,Weather,
2015-02-17 10:00:00,BWI,ATL,Weather,
2015-02-17 10:00:00,DCA,ATL,Weather,
2015-02-17 10:00:00,RDU,ATL,Weather,
2015-02-17 10:00:00,TYS,ATL,Weather,
2015-02-17 11:00:00,DCA,ATL,Weather,
2015-02-17 11:00:00,DCA,ATL,Weather,
2015-02-17 12:00:00,DCA,ATL,Weather,
2015-02-17 13:00:00,DCA,ATL,Weather,
2015-02-17 13:00:00,CLT,ATL,Weather,
2015-02-17 13:00:00,TYS,ATL,Weather,
2015-02-17 14:00:00,DCA,ATL,Weather,
2015-02-17 14:00:00,DCA,ATL,Weather,
2015-02-17 15:00:00,RIC,ATL,Weather,
2015-02-17 15:00:00,RDU,ATL,Weather,
2015-02-17 15:00:00,TYS,ATL,Weather,
2015-02-17 18:00:00,RIC,ATL,Weather,
2015-02-17 20:00:00,RIC,ATL,Weather,
2015-02-18 15:00:00,ROA,ATL,Weather,
2015-02-18 16:00:00,CRW,ATL,Weather,
2015-02-18 16:00:00,TRI,ATL,Weather,
2015-02-18 18:00:00,CRW,ATL,Weather,
2015-02-18 18:00:00,ROA,ATL,Weather,
2015-02-18 19:00:00,DCA,ATL,Weather,
2015-02-18 19:00:00,CHO,ATL,Weather,
2015-02-20 14:00:00,MEM,ATL,Weather,
2015-02-20 17:00:00,MEM,ATL,Weather,
2015-02-20 21:00:00,SGF,ATL,Weather,
2015-02-20 21:00:00,BNA,ATL,Weather,
2015-02-20 21:00:00,CHA,ATL,Weather,
2015-02-20 23:00:00,STL,ATL,Weather,
2015-02-21 07:00:00,DHN,ATL,Weather,
2015-02-21 08:00:00,CMH,ATL,Weather,
2015-02-21 08:00:00,IND,ATL,Weather,
2015-02-21 10:00:00,STL,ATL,Weather,
2015-02-21 10:00:00,TYS,ATL,Weather,
2015-02-21 11:00:00,TRI,ATL,Weather,
2015-02-21 12:00:00,ROA,ATL,Weather,
2015-02-21 14:00:00,STL,ATL,Weather,
2015-02-21 13:00:00,TYS,ATL,Weather,
2015-02-21 14:00:00,DCA,ATL,Weather,
2015-02-21 18:00:00,ASE,ATL,Weather,
2015-02-21 16:00:00,DCA,ATL,Weather,
2015-02-21 15:00:00,ROA,ATL,Weather,
2015-02-21 16:00:00,PHL,ATL,Weather,
2015-02-21 16:00:00,CHO,ATL,Weather,
2015-02-21 16:00:00,DCA,ATL,Weather,
2015-02-21 17:00:00,DCA,ATL,Weather,
2015-02-21 18:00:00,PHL,ATL,Weather,
2015-02-21 18:00:00,BWI,ATL,Weather,
2015-02-21 18:00:00,CAK,ATL,Weather,
2015-02-21 18:00:00,CMH,ATL,Weather,
2015-02-21 19:00:00,DCA,ATL,Weather,
2015-02-21 20:00:00,BWI,ATL,Weather,
2015-02-21 21:00:00,LGA,ATL,Weather,
2015-02-21 21:00:00,PHL,ATL,Weather,
2015-02-21 23:00:00,DEN,ATL,Weather,
2015-02-21 21:00:00,DCA,ATL,Weather,
2015-02-21 22:00:00,DCA,ATL,Weather,
2015-02-22 09:00:00,LGA,ATL,Weather,
2015-02-22 08:00:00,CHO,ATL,Weather,
2015-02-22 10:00:00,BDL,ATL,Weather,
2015-02-22 09:00:00,DCA,ATL,Weather,
2015-02-22 10:00:00,MSY,ATL,Weather,
2015-02-22 09:00:00,ROA,ATL,Weather,
2015-02-22 10:00:00,PHL,ATL,Weather,
2015-02-22 10:00:00,DCA,ATL,Weather,
2015-02-22 12:00:00,LGA,ATL,Weather,
2015-02-22 11:00:00,DCA,ATL,Weather,
2015-02-22 12:00:00,EWR,ATL,Weather,
2015-02-22 13:00:00,LGA,ATL,Weather,
2015-02-22 15:00:00,DEN,ATL,Weather,
2015-02-22 13:00:00,PHL,ATL,Weather,
2015-02-22 18:00:00,ASE,ATL,Weather,
2015-02-22 18:00:00,HPN,ATL,Weather,
2015-02-22 18:00:00,CAK,ATL,Weather,
2015-02-23 08:00:00,SHV,ATL,Weather,
2015-02-23 08:00:00,MLU,ATL,Weather,
2015-02-23 10:00:00,DAL,ATL,Weather,
2015-02-23 09:00:00,SHV,ATL,Weather,
2015-02-23 10:00:00,GRK,ATL,Weather,
2015-02-23 09:00:00,GTR,ATL,Weather,
2015-02-23 10:00:00,DFW,ATL,Weather,
2015-02-23 10:00:00,DAL,ATL,Weather,
2015-02-23 10:00:00,SHV,ATL,Weather,
2015-02-23 11:00:00,DFW,ATL,Weather,
2015-02-23 13:00:00,DAL,ATL,Weather,
2015-02-23 13:00:00,GTR,ATL,Weather,
2015-02-23 13:00:00,MLU,ATL,Weather,
2015-02-23 14:00:00,SHV,ATL,Weather,
2015-02-23 14:00:00,DAL,ATL,Weather,
2015-02-23 14:00:00,DFW,ATL,Weather,
2015-02-23 16:00:00,DAL,ATL,Weather,
2015-02-23 16:00:00,DFW,ATL,Weather,
2015-02-23 16:00:00,SHV,ATL,Weather,
2015-02-23 16:00:00,AEX,ATL,Weather,
2015-02-23 17:00:00,DFW,ATL,Weather,
2015-02-23 17:00:00,DFW,ATL,Weather,
2015-02-23 17:00:00,MLU,ATL,Weather,
2015-02-23 18:00:00,DFW,ATL,Weather,
2015-02-23 19:00:00,DAL,ATL,Weather,
2015-02-23 20:00:00,DFW,ATL,Weather,
2015-02-23 20:00:00,SHV,ATL,Weather,
2015-02-23 21:00:00,MDW,ATL,Weather,
2015-02-23 23:00:00,DFW,ATL,Weather,
2015-02-23 23:00:00,HOU,ATL,Weather,
2015-02-24 00:00:00,MDW,ATL,Weather,
2015-02-23 23:00:00,STL,ATL,Weather,
2015-02-23 23:00:00,MCO,ATL,Weather,
2015-02-23 06:00:00,SEA,ATL,Weather,
2015-02-23 07:00:00,LAX,ATL,Weather,
2015-02-24 07:00:00,LAS,ATL,Weather,
2015-02-24 06:00:00,PHX,ATL,Weather,
2015-02-24 07:00:00,TPA,ATL,Weather,
2015-02-24 07:00:00,MCO,ATL,Weather,
2015-02-24 07:00:00,HSV,ATL,Weather,
2015-02-24 07:00:00,GSO,ATL,Weather,
2015-02-24 08:00:00,BNA,ATL,Weather,
2015-02-24 07:00:00,ORF,ATL,Weather,
2015-02-24 07:00:00,CHS,ATL,Weather,
2015-02-24 07:00:00,AVL,ATL,Weather,
2015-02-24 09:00:00,ORD,ATL,Weather,
2015-02-24 08:00:00,CVG,ATL,Weather,
2015-02-24 08:00:00,FLL,ATL,Weather,
2015-02-24 07:00:00,TLH,ATL,Weather,
2015-02-24 08:00:00,RSW,ATL,Weather,
2015-02-24 09:00:00,DFW,ATL,Weather,
2015-02-24 09:00:00,MCI,ATL,Weather,
2015-02-24 08:00:00,PNS,ATL,Weather,
2015-02-24 08:00:00,ECP,ATL,Weather,
2015-02-24 08:00:00,RDU,ATL,Weather,
2015-02-24 09:00:00,LIT,ATL,Weather,
2015-02-24 08:00:00,MEM,ATL,Weather,
2015-02-24 08:00:00,PHF,ATL,Weather,
2015-02-24 08:00:00,DCA,ATL,Weather,
2015-02-24 08:00:00,FNT,ATL,Weather,
2015-02-24 08:00:00,IND,ATL,Weather,
2015-02-24 09:00:00,BDL,ATL,Weather,
2015-02-24 09:00:00,STL,ATL,Weather,
2015-02-24 08:00:00,SDF,ATL,Weather,
2015-02-24 09:00:00,ROC,ATL,Weather,
2015-02-24 08:00:00,CMH,ATL,Weather,
2015-02-24 07:00:00,CHA,ATL,Weather,
2015-02-24 07:00:00,DAB,ATL,Weather,
2015-02-24 08:00:00,DCA,ATL,Weather,
2015-02-24 09:00:00,HOU,ATL,Weather,
2015-02-24 08:00:00,DTW,ATL,Weather,
2015-02-24 08:00:00,IAD,ATL,Weather,
2015-02-24 09:00:00,TUL,ATL,Weather,
2015-02-24 08:00:00,JAN,ATL,Weather,
2015-02-24 08:00:00,RIC,ATL,Weather,
2015-02-24 08:00:00,MIA,ATL,Weather,
2015-02-24 09:00:00,MCI,ATL,Weather,
2015-02-24 09:00:00,SAT,ATL,Weather,
2015-02-24 08:00:00,CMH,ATL,Weather,
2015-02-24 10:00:00,MSP,ATL,Weather,
2015-02-24 08:00:00,DAY,ATL,Weather,
2015-02-24 09:00:00,PHL,ATL,Weather,
2015-02-24 08:00:00,MCO,ATL,Weather,
2015-02-24 09:00:00,MDW,ATL,Weather,
2015-02-24 08:00:00,RIC,ATL,Weather,
2015-02-24 09:00:00,BNA,ATL,Weather,
2015-02-24 08:00:00,MLB,ATL,Weather,
2015-02-24 09:00:00,LGA,ATL,Weather,
2015-02-24 08:00:00,CHS,ATL,Weather,
2015-02-24 09:00:00,MDT,ATL,Weather,
2015-02-24 08:00:00,SAV,ATL,Weather,
2015-02-24 09:00:00,GRR,ATL,Weather,
2015-02-24 09:00:00,BWI,ATL,Weather,
2015-02-24 08:00:00,TPA,ATL,Weather,
2015-02-24 10:00:00,AUS,ATL,Weather,
2015-02-24 10:00:00,AUS,ATL,Weather,
2015-02-24 08:00:00,RDU,ATL,Weather,
2015-02-24 10:00:00,SAT,ATL,Weather,
2015-02-24 10:00:00,HOU,ATL,Weather,
2015-02-24 09:00:00,BHM,ATL,Weather,
2015-02-24 09:00:00,MSY,ATL,Weather,
2015-02-24 10:00:00,DFW,ATL,Weather,
2015-02-24 08:00:00,CLT,ATL,Weather,
2015-02-24 10:00:00,BOS,ATL,Weather,
2015-02-24 08:00:00,MYR,ATL,Weather,
2015-02-24 08:00:00,GSP,ATL,Weather,
2015-02-24 09:00:00,ORF,ATL,Weather,
2015-02-24 09:00:00,PBI,ATL,Weather,
2015-02-24 08:00:00,CAE,ATL,Weather,
2015-02-24 10:00:00,STL,ATL,Weather,
2015-02-24 10:00:00,MKE,ATL,Weather,
2015-02-24 09:00:00,MSY,ATL,Weather,
2015-02-24 09:00:00,RIC,ATL,Weather,
2015-02-24 08:00:00,CHA,ATL,Weather,
2015-02-24 09:00:00,IND,ATL,Weather,
2015-02-24 09:00:00,CVG,ATL,Weather,
2015-02-24 10:00:00,MEM,ATL,Weather,
2015-02-24 09:00:00,MCO,ATL,Weather,
2015-02-24 09:00:00,TRI,ATL,Weather,
2015-02-24 10:00:00,PHL,ATL,Weather,
2015-02-24 09:00:00,TPA,ATL,Weather,
2015-02-24 09:00:00,SAV,ATL,Weather,
2015-02-24 09:00:00,CHS,ATL,Weather,
2015-02-24 11:00:00,DFW,ATL,Weather,
2015-02-24 10:00:00,EWR,ATL,Weather,
2015-02-24 10:00:00,RSW,ATL,Weather,
2015-02-24 10:00:00,FLL,ATL,Weather,
2015-02-24 10:00:00,MCO,ATL,Weather,
2015-02-24 10:00:00,CLE,ATL,Weather,
2015-02-24 10:00:00,RDU,ATL,Weather,
2015-02-24 10:00:00,TPA,ATL,Weather,
2015-02-24 11:00:00,DFW,ATL,Weather,
2015-02-24 11:00:00,DTW,ATL,Weather,
2015-02-24 11:00:00,MIA,ATL,Weather,
2015-02-24 11:00:00,JAN,ATL,Weather,
2015-02-24 10:00:00,CHA,ATL,Weather,
2015-02-24 11:00:00,FAY,ATL,Weather,
2015-02-24 13:00:00,OMA,ATL,Weather,
2015-02-24 11:00:00,AGS,ATL,Weather,
2015-02-24 12:00:00,VLD,ATL,Weather,
2015-02-24 14:00:00,ICT,ATL,Weather,
2015-02-24 12:00:00,ROA,ATL,Weather,
2015-02-24 12:00:00,CHA,ATL,Weather,
2015-02-24 12:00:00,OAJ,ATL,Weather,
2015-02-24 12:00:00,ILM,ATL,Weather,
2015-02-24 13:00:00,MLU,ATL,Weather,
2015-02-24 13:00:00,HSV,ATL,Weather,
2015-02-24 14:00:00,BMI,ATL,Weather,
2015-02-24 13:00:00,SBN,ATL,Weather,
2015-02-24 14:00:00,SHV,ATL,Weather,
2015-02-24 14:00:00,LFT,ATL,Weather,
2015-02-24 15:00:00,ORD,ATL,Weather,
2015-02-24 13:00:00,CRW,ATL,Weather,
2015-02-24 14:00:00,MOB,ATL,Weather,
2015-02-24 13:00:00,GSP,ATL,Weather,
2015-02-24 14:00:00,FAY,ATL,Weather,
2015-02-24 15:00:00,HPN,ATL,Weather,
2015-02-24 15:00:00,RDU,ATL,Weather,
2015-02-24 15:00:00,OAJ,ATL,Weather,
2015-02-24 16:00:00,MYR,ATL,Weather,
2015-02-24 17:00:00,MLU,ATL,Weather,
2015-02-24 16:00:00,FAY,ATL,Weather,
2015-02-24 16:00:00,RDU,ATL,Weather,
2015-02-24 17:00:00,PHF,ATL,Weather,
2015-02-24 18:00:00,ILM,ATL,Weather,
2015-02-24 19:00:00,RDU,ATL,Weather,
2015-02-24 20:00:00,MLU,ATL,Weather,
2015-02-24 20:00:00,OAJ,ATL,Weather,
2015-02-24 20:00:00,RDU,ATL,Weather,
2015-02-25 08:00:00,ILM,ATL,Weather,
2015-02-25 08:00:00,OAJ,ATL,Weather,
2015-02-25 14:00:00,SNA,ATL,Weather,
2015-02-25 09:00:00,GTR,ATL,Weather,
2015-02-25 10:00:00,DFW,ATL,Weather,
2015-02-25 10:00:00,DAL,ATL,Weather,
2015-02-25 15:00:00,SNA,ATL,Weather,
2015-02-25 16:00:00,LAX,ATL,Weather,
2015-02-25 11:00:00,IAD,ATL,Weather,
2015-02-25 13:00:00,BOS,ATL,Weather,
2015-02-25 17:00:00,LAS,ATL,Weather,
2015-02-25 12:00:00,DTW,ATL,Weather,
2015-02-25 13:00:00,DAL,ATL,Weather,
2015-02-25 12:00:00,BHM,ATL,Weather,
2015-02-25 13:00:00,GTR,ATL,Weather,
2015-02-25 13:00:00,MLU,ATL,Weather,
2015-02-25 17:00:00,SLC,ATL,Weather,
2015-02-25 14:00:00,MKE,ATL,Weather,
2015-02-25 14:00:00,SHV,ATL,Weather,
2015-02-25 14:00:00,DAL,ATL,Weather,
2015-02-25 17:00:00,PHX,ATL,Weather,
2015-02-25 15:00:00,LGA,ATL,Weather,
2015-02-25 14:00:00,DCA,ATL,Weather,
2015-02-25 14:00:00,PBI,ATL,Weather,
2015-02-25 14:00:00,MCO,ATL,Weather,
2015-02-25 15:00:00,BWI,ATL,Weather,
2015-02-25 15:00:00,MSY,ATL,Weather,
2015-02-25 16:00:00,DAL,ATL,Weather,
2015-02-25 15:00:00,BWI,ATL,Weather,
2015-02-25 17:00:00,MSP,ATL,Weather,
2015-02-25 16:00:00,DFW,ATL,Weather,
2015-02-25 18:00:00,DEN,ATL,Weather,
2015-02-25 15:00:00,RIC,ATL,Weather,
2015-02-25 16:00:00,HOU,ATL,Weather,
2015-02-25 18:00:00,ABQ,ATL,Weather,
2015-02-25 16:00:00,GRR,ATL,Weather,
2015-02-25 19:00:00,PHX,ATL,Weather,
2015-02-25 17:00:00,BOS,ATL,Weather,
2015-02-25 15:00:00,MCO,ATL,Weather,
2015-02-25 16:00:00,DCA,ATL,Weather,
2015-02-25 17:00:00,SAT,ATL,Weather,
2015-02-25 17:00:00,MKE,ATL,Weather,
2015-02-25 16:00:00,PBI,ATL,Weather,
2015-02-25 16:00:00,FLL,ATL,Weather,
2015-02-25 21:00:00,SAN,ATL,Weather,
2015-02-25 17:00:00,LGA,ATL,Weather,
2015-02-25 20:00:00,SLC,ATL,Weather,
2015-02-25 16:00:00,PHL,ATL,Weather,
2015-02-25 16:00:00,MIA,ATL,Weather,
2015-02-25 17:00:00,MDW,ATL,Weather,
2015-02-25 16:00:00,FLL,ATL,Weather,
2015-02-25 21:00:00,LAS,ATL,Weather,
2015-02-25 17:00:00,MSY,ATL,Weather,
2015-02-25 21:00:00,LAS,ATL,Weather,
2015-02-25 16:00:00,HSV,ATL,Weather,
2015-02-25 17:00:00,AUS,ATL,Weather,
2015-02-25 22:00:00,SEA,ATL,Weather,
2015-02-25 16:00:00,MCO,ATL,Weather,
2015-02-25 22:00:00,SFO,ATL,Weather,
2015-02-25 17:00:00,BHM,ATL,Weather,
2015-02-25 20:00:00,TUS,ATL,Weather,
2015-02-25 17:00:00,PNS,ATL,Weather,
2015-02-25 17:00:00,ECP,ATL,Weather,
2015-02-25 16:00:00,CAK,ATL,Weather,
2015-02-25 17:00:00,BNA,ATL,Weather,
2015-02-25 18:00:00,MSP,ATL,Weather,
2015-02-25 17:00:00,ORF,ATL,Weather,
2015-02-25 16:00:00,RDU,ATL,Weather,
2015-02-25 20:00:00,DEN,ATL,Weather,
2015-02-25 18:00:00,BOS,ATL,Weather,
2015-02-25 18:00:00,LGA,ATL,Weather,
2015-02-25 17:00:00,RSW,ATL,Weather,
2015-02-25 18:00:00,DFW,ATL,Weather,
2015-02-25 20:00:00,DEN,ATL,Weather,
2015-02-25 17:00:00,MCO,ATL,Weather,
2015-02-25 16:00:00,TRI,ATL,Weather,
2015-02-25 18:00:00,MSY,ATL,Weather,
2015-02-25 22:00:00,LAS,ATL,Weather,
2015-02-25 18:00:00,SJU,ATL,Weather,
2015-02-25 17:00:00,EYW,ATL,Weather,
2015-02-25 18:00:00,BDL,ATL,Weather,
2015-02-25 16:00:00,GSP,ATL,Weather,
2015-02-25 17:00:00,MCO,ATL,Weather,
2015-02-25 19:00:00,BOS,ATL,Weather,
2015-02-25 18:00:00,LGA,ATL,Weather,
2015-02-25 17:00:00,CLE,ATL,Weather,
2015-02-25 19:00:00,ORD,ATL,Weather,
2015-02-25 18:00:00,EWR,ATL,Weather,
2015-02-25 17:00:00,CHS,ATL,Weather,
2015-02-25 18:00:00,STL,ATL,Weather,
2015-02-25 18:00:00,JFK,ATL,Weather,
2015-02-25 18:00:00,PHL,ATL,Weather,
2015-02-25 19:00:00,OKC,ATL,Weather,
2015-02-25 18:00:00,LIT,ATL,Weather,
2015-02-25 19:00:00,DAL,ATL,Weather,
2015-02-25 18:00:00,FLL,ATL,Weather,
2015-02-25 17:00:00,CLT,ATL,Weather,
2015-02-25 17:00:00,TPA,ATL,Weather,
2015-02-25 18:00:00,PHL,ATL,Weather,
2015-02-25 18:00:00,JAN,ATL,Weather,
2015-02-25 18:00:00,RDU,ATL,Weather,
2015-02-25 19:00:00,DFW,ATL,Weather,
2015-02-25 18:00:00,DTW,ATL,Weather,
2015-02-25 18:00:00,BHM,ATL,Weather,
2015-02-25 18:00:00,GTR,ATL,Weather,
2015-02-25 19:00:00,MEM,ATL,Weather,
2015-02-25 19:00:00,BUF,ATL,Weather,
2015-02-25 18:00:00,FLL,ATL,Weather,
2015-02-25 20:00:00,MSP,ATL,Weather,
2015-02-25 19:00:00,BOS,ATL,Weather,
2015-02-25 22:00:00,PHX,ATL,Weather,
2015-02-25 18:00:00,ORF,ATL,Weather,
2015-02-25 18:00:00,PIT,ATL,Weather,
2015-02-25 19:00:00,PHL,ATL,Weather,
2015-02-25 19:00:00,MCI,ATL,Weather,
2015-02-25 18:00:00,RIC,ATL,Weather,
2015-02-25 18:00:00,CLE,ATL,Weather,
2015-02-25 19:00:00,BWI,ATL,Weather,
2015-02-25 18:00:00,CAK,ATL,Weather,
2015-02-25 20:00:00,SAT,ATL,Weather,
2015-02-25 18:00:00,RDU,ATL,Weather,
2015-02-25 20:00:00,BDL,ATL,Weather,
2015-02-25 20:00:00,MKE,ATL,Weather,
2015-02-25 19:00:00,FLL,ATL,Weather,
2015-02-25 20:00:00,ORD,ATL,Weather,
2015-02-25 19:00:00,PHL,ATL,Weather,
2015-02-25 20:00:00,AUS,ATL,Weather,
2015-02-25 18:00:00,LEX,ATL,Weather,
2015-02-25 22:00:00,PHX,ATL,Weather,
2015-02-25 18:00:00,GSO,ATL,Weather,
2015-02-25 18:00:00,SDF,ATL,Weather,
2015-02-25 22:00:00,SLC,ATL,Weather,
2015-02-25 20:00:00,EWR,ATL,Weather,
2015-02-25 19:00:00,DCA,ATL,Weather,
2015-02-26 00:00:00,LAX,ATL,Weather,
2015-02-25 20:00:00,HOU,ATL,Weather,
2015-02-25 18:00:00,SAV,ATL,Weather,
2015-02-25 20:00:00,DSM,ATL,Weather,
2015-02-25 20:00:00,STL,ATL,Weather,
2015-02-25 19:00:00,CLT,ATL,Weather,
2015-02-25 18:00:00,JAX,ATL,Weather,
2015-02-25 19:00:00,DCA,ATL,Weather,
2015-02-25 20:00:00,HOU,ATL,Weather,
2015-02-25 18:00:00,CHA,ATL,Weather,
2015-02-25 19:00:00,IND,ATL,Weather,
2015-02-25 19:00:00,CHS,ATL,Weather,
2015-02-25 20:00:00,MSY,ATL,Weather,
2015-02-25 20:00:00,GPT,ATL,Weather,
2015-02-25 20:00:00,SHV,ATL,Weather,
2015-02-25 20:00:00,MLU,ATL,Weather,
2015-02-25 20:00:00,LIT,ATL,Weather,
2015-02-25 19:00:00,SRQ,ATL,Weather,
2015-02-25 20:00:00,VPS,ATL,Weather,
2015-02-25 22:00:00,DEN,ATL,Weather,
2015-02-25 20:00:00,MEM,ATL,Weather,
2015-02-25 19:00:00,MCO,ATL,Weather,
2015-02-25 20:00:00,BNA,ATL,Weather,
2015-02-25 21:00:00,DFW,ATL,Weather,
2015-02-25 20:00:00,GRR,ATL,Weather,
2015-02-25 19:00:00,DAB,ATL,Weather,
2015-02-25 20:00:00,DTW,ATL,Weather,
2015-02-25 20:00:00,MDT,ATL,Weather,
2015-02-25 20:00:00,CAK,ATL,Weather,
2015-02-25 20:00:00,ROC,ATL,Weather,
2015-02-25 20:00:00,IAD,ATL,Weather,
2015-02-25 21:00:00,OMA,ATL,Weather,
2015-02-25 19:00:00,TPA,ATL,Weather,
2015-02-25 20:00:00,FLL,ATL,Weather,
2015-02-25 20:00:00,BWI,ATL,Weather,
2015-02-25 20:00:00,PBI,ATL,Weather,
2015-02-25 20:00:00,EYW,ATL,Weather,
2015-02-25 19:00:00,CAE,ATL,Weather,
2015-02-25 20:00:00,DAY,ATL,Weather,
2015-02-25 19:00:00,TLH,ATL,Weather,
2015-02-25 20:00:00,PIT,ATL,Weather,
2015-02-25 20:00:00,FNT,ATL,Weather,
2015-02-25 20:00:00,DCA,ATL,Weather,
2015-02-25 21:00:00,MDW,ATL,Weather,
2015-02-25 19:00:00,CLT,ATL,Weather,
