ARRIVAL_DATETIME,ORIGIN_AIRPORT,DESTINATION_AIRPORT,CANCELLATION_REASON,AIRLINE_DELAY
2015-02-25 20:00:00,RSW,ATL,Weather,
2015-02-25 20:00:00,PBI,ATL,Weather,
2015-02-25 21:00:00,DAL,ATL,Weather,
2015-02-25 21:00:00,EWR,ATL,Weather,
2015-02-25 19:00:00,SAV,ATL,Weather,
2015-02-25 21:00:00,MCI,ATL,Weather,
2015-02-25 21:00:00,OKC,ATL,Weather,
2015-02-25 21:00:00,HOU,ATL,Weather,
2015-02-25 20:00:00,CLT,ATL,Weather,
2015-02-25 20:00:00,RSW,ATL,Weather,
2015-02-25 21:00:00,ORD,ATL,Weather,
2015-02-25 21:00:00,BDL,ATL,Weather,
2015-02-25 21:00:00,PHL,ATL,Weather,
2015-02-25 20:00:00,TPA,ATL,Weather,
2015-02-25 20:00:00,CVG,ATL,Weather,
2015-02-25 20:00:00,SDF,ATL,Weather,
2015-02-25 21:00:00,MSY,ATL,Weather,
2015-02-25 20:00:00,TRI,ATL,Weather,
2015-02-25 21:00:00,BHM,ATL,Weather,
2015-02-25 21:00:00,STL,ATL,Weather,
2015-02-25 22:00:00,AUS,ATL,Weather,
2015-02-25 21:00:00,JAN,ATL,Weather,
2015-02-25 21:00:00,MDW,ATL,Weather,
2015-02-25 20:00:00,RDU,ATL,Weather,
2015-02-25 20:00:00,JAX,ATL,Weather,
2015-02-25 22:00:00,MKE,ATL,Weather,
2015-02-25 21:00:00,PNS,ATL,Weather,
2015-02-25 21:00:00,CLE,ATL,Weather,
2015-02-25 22:00:00,BOS,ATL,Weather,
2015-02-25 20:00:00,TPA,ATL,Weather,
2015-02-25 21:00:00,BUF,ATL,Weather,
2015-02-25 20:00:00,JAX,ATL,Weather,
2015-02-25 21:00:00,IND,ATL,Weather,
2015-02-25 20:00:00,FAY,ATL,Weather,
2015-02-25 21:00:00,PBI,ATL,Weather,
2015-02-25 21:00:00,IAD,ATL,Weather,
2015-02-25 21:00:00,MIA,ATL,Weather,
2015-02-25 21:00:00,DCA,ATL,Weather,
2015-02-25 21:00:00,BWI,ATL,Weather,
2015-02-25 21:00:00,PIT,ATL,Weather,
2015-02-25 21:00:00,CMH,ATL,Weather,
2015-02-25 22:00:00,IAH,ATL,Weather,
2015-02-25 21:00:00,RIC,ATL,Weather,
2015-02-25 22:00:00,ORD,ATL,Weather,
2015-02-25 22:00:00,PHL,ATL,Weather,
2015-02-25 21:00:00,SRQ,ATL,Weather,
2015-02-25 22:00:00,MSY,ATL,Weather,
2015-02-25 23:00:00,MSP,ATL,Weather,
2015-02-25 21:00:00,CLT,ATL,Weather,
2015-02-25 21:00:00,JAX,ATL,Weather,
2015-02-25 23:00:00,DFW,ATL,Weather,
2015-02-25 21:00:00,RDU,ATL,Weather,
2015-02-25 22:00:00,MIA,ATL,Weather,
2015-02-25 23:00:00,LGA,ATL,Weather,
2015-02-25 22:00:00,DCA,ATL,Weather,
2015-02-25 22:00:00,EWR,ATL,Weather,
2015-02-25 22:00:00,CLT,ATL,Weather,
2015-02-25 23:00:00,PHL,ATL,Weather,
2015-02-25 22:00:00,MCO,ATL,Weather,
2015-02-26 00:00:00,LGA,ATL,Weather,
2015-02-26 00:00:00,IAD,ATL,Weather,
2015-02-26 00:00:00,CLT,ATL,Weather,
2015-02-25 06:00:00,SJC,ATL,Weather,
2015-02-25 07:00:00,SFO,ATL,Weather,
2015-02-26 07:00:00,ORF,ATL,Weather,
2015-02-26 07:00:00,CHS,ATL,Weather,
2015-02-26 09:00:00,ATW,ATL,Weather,
2015-02-26 08:00:00,CVG,ATL,Weather,
2015-02-26 08:00:00,RSW,ATL,Weather,
2015-02-26 07:00:00,VLD,ATL,Weather,
2015-02-26 08:00:00,PHF,ATL,Weather,
2015-02-26 11:00:00,ELP,ATL,Weather,
2015-02-26 08:00:00,PNS,ATL,Weather,
2015-02-26 09:00:00,LFT,ATL,Weather,
2015-02-26 08:00:00,FAY,ATL,Weather,
2015-02-26 09:00:00,LIT,ATL,Weather,
2015-02-26 09:00:00,MSN,ATL,Weather,
2015-02-26 08:00:00,JAN,ATL,Weather,
2015-02-26 09:00:00,ALB,ATL,Weather,
2015-02-26 07:00:00,CHA,ATL,Weather,
2015-02-26 09:00:00,ICT,ATL,Weather,
2015-02-26 09:00:00,MDW,ATL,Weather,
2015-02-26 08:00:00,ILM,ATL,Weather,
2015-02-26 09:00:00,SGF,ATL,Weather,
2015-02-26 08:00:00,MIA,ATL,Weather,
2015-02-26 09:00:00,JFK,ATL,Weather,
2015-02-26 09:00:00,SAT,ATL,Weather,
2015-02-26 08:00:00,SAV,ATL,Weather,
2015-02-26 09:00:00,ABE,ATL,Weather,
2015-02-26 08:00:00,CHS,ATL,Weather,
2015-02-26 08:00:00,RDU,ATL,Weather,
2015-02-26 08:00:00,CHO,ATL,Weather,
2015-02-26 09:00:00,CLE,ATL,Weather,
2015-02-26 09:00:00,BHM,ATL,Weather,
2015-02-26 10:00:00,PVD,ATL,Weather,
2015-02-26 08:00:00,TLH,ATL,Weather,
2015-02-26 09:00:00,HSV,ATL,Weather,
2015-02-26 10:00:00,DFW,ATL,Weather,
2015-02-26 08:00:00,MYR,ATL,Weather,
2015-02-26 09:00:00,CMH,ATL,Weather,
2015-02-26 10:00:00,LGA,ATL,Weather,
2015-02-26 08:00:00,CHA,ATL,Weather,
2015-02-26 10:00:00,MEM,ATL,Weather,
2015-02-26 13:00:00,TUS,ATL,Weather,
2015-02-26 09:00:00,ECP,ATL,Weather,
2015-02-26 10:00:00,VPS,ATL,Weather,
2015-02-26 09:00:00,ILM,ATL,Weather,
2015-02-26 10:00:00,SHV,ATL,Weather,
2015-02-26 09:00:00,GNV,ATL,Weather,
2015-02-26 10:00:00,FWA,ATL,Weather,
2015-02-26 09:00:00,CLT,ATL,Weather,
2015-02-26 10:00:00,BNA,ATL,Weather,
2015-02-26 10:00:00,DCA,ATL,Weather,
2015-02-26 10:00:00,CAK,ATL,Weather,
2015-02-26 10:00:00,ORF,ATL,Weather,
2015-02-26 11:00:00,IAH,ATL,Weather,
2015-02-26 09:00:00,GSP,ATL,Weather,
2015-02-26 10:00:00,TPA,ATL,Weather,
2015-02-26 10:00:00,TYS,ATL,Weather,
2015-02-26 11:00:00,PHL,ATL,Weather,
2015-02-26 11:00:00,BWI,ATL,Weather,
2015-02-26 11:00:00,CLT,ATL,Weather,
2015-02-26 11:00:00,RDU,ATL,Weather,
2015-02-26 13:00:00,PHF,ATL,Weather,
2015-02-26 13:00:00,CLT,ATL,Weather,
2015-02-26 15:00:00,CLT,ATL,Weather,
2015-02-26 15:00:00,RDU,ATL,Weather,
2015-02-26 17:00:00,PHF,ATL,Weather,
2015-02-26 19:00:00,PHF,ATL,Weather,
2015-02-27 10:00:00,LGA,ATL,Weather,
2015-02-27 13:00:00,PHF,ATL,Weather,
2015-02-27 20:00:00,DFW,ATL,Weather,
2015-02-27 21:00:00,DFW,ATL,Weather,
2015-02-27 23:00:00,DFW,ATL,Weather,
2015-02-28 10:00:00,GRK,ATL,Weather,
2015-02-28 10:00:00,LGA,ATL,Weather,
2015-02-28 11:00:00,DFW,ATL,Weather,
2015-02-28 11:00:00,DFW,ATL,Weather,
2015-02-28 13:00:00,DFW,ATL,Weather,
2015-02-28 16:00:00,DFW,ATL,Weather,
2015-02-28 17:00:00,DFW,ATL,Weather,
2015-02-28 17:00:00,DAL,ATL,Weather,
2015-02-28 18:00:00,DFW,ATL,Weather,
2015-02-28 21:00:00,DFW,ATL,Weather,
2015-02-28 23:00:00,DFW,ATL,Weather,
2015-03-01 10:00:00,OKC,ATL,Weather,
2015-03-01 10:00:00,DFW,ATL,Weather,
2015-03-01 09:00:00,MIA,ATL,Weather,
2015-03-01 13:00:00,DFW,ATL,Weather,
2015-03-01 13:00:00,PHL,ATL,Weather,
2015-03-01 14:00:00,DFW,ATL,Weather,
2015-03-01 13:00:00,IND,ATL,Weather,
2015-03-01 17:00:00,LGA,ATL,Weather,
2015-03-01 19:00:00,BOS,ATL,Weather,
2015-03-01 18:00:00,PHL,ATL,Weather,
2015-03-01 19:00:00,LGA,ATL,Weather,
2015-03-01 19:00:00,PHL,ATL,Weather,
2015-03-01 19:00:00,PHL,ATL,Weather,
2015-03-01 20:00:00,EWR,ATL,Weather,
2015-03-01 19:00:00,DCA,ATL,Weather,
2015-03-01 20:00:00,LGA,ATL,Weather,
2015-03-01 21:00:00,PHL,ATL,Weather,
2015-03-01 21:00:00,PHL,ATL,Weather,
2015-03-01 21:00:00,LGA,ATL,Weather,
2015-03-01 21:00:00,BWI,ATL,Weather,
2015-03-01 22:00:00,LGA,ATL,Weather,
2015-03-01 23:00:00,JFK,ATL,Weather,
2015-03-01 23:00:00,LGA,ATL,Weather,
2015-03-01 22:00:00,BWI,ATL,Weather,
2015-03-01 23:00:00,DCA,ATL,Weather,
2015-03-02 09:00:00,BDL,ATL,Weather,
2015-03-02 09:00:00,BOS,ATL,Weather,
2015-03-02 08:00:00,DCA,ATL,Weather,
2015-03-02 09:00:00,PHL,ATL,Weather,
2015-03-02 09:00:00,LGA,ATL,Weather,
2015-03-02 09:00:00,EWR,ATL,Weather,
2015-03-02 09:00:00,BWI,ATL,Weather,
2015-03-02 10:00:00,LGA,ATL,Weather,
2015-03-02 10:00:00,HPN,ATL,Weather,
2015-03-02 13:00:00,GPT,ATL,Weather,
2015-03-02 16:00:00,GPT,ATL,Weather,
2015-03-02 17:00:00,GPT,ATL,Weather,
2015-03-02 18:00:00,VPS,ATL,Weather,
2015-03-02 21:00:00,GPT,ATL,Weather,
2015-03-03 08:00:00,PNS,ATL,Weather,
2015-03-03 09:00:00,BTR,ATL,Weather,
2015-03-03 09:00:00,PNS,ATL,Weather,
2015-03-03 10:00:00,BTR,ATL,Weather,
2015-03-03 11:00:00,MDW,ATL,Weather,
2015-03-03 18:00:00,DCA,ATL,Weather,
2015-03-03 19:00:00,PHL,ATL,Weather,
2015-03-03 20:00:00,DCA,ATL,Weather,
2015-03-03 21:00:00,PHL,ATL,Weather,
2015-03-03 22:00:00,LGA,ATL,Weather,
2015-03-04 09:00:00,CID,ATL,Weather,
2015-03-04 08:00:00,EWN,ATL,Weather,
2015-03-04 09:00:00,LGA,ATL,Weather,
2015-03-04 07:00:00,AGS,ATL,Weather,
2015-03-04 10:00:00,OKC,ATL,Weather,
2015-03-04 10:00:00,LGA,ATL,Weather,
2015-03-04 11:00:00,EWR,ATL,Weather,
2015-03-04 12:00:00,LGA,ATL,Weather,
2015-03-04 13:00:00,OKC,ATL,Weather,
2015-03-04 18:00:00,ASE,ATL,Weather,
2015-03-04 17:00:00,DFW,ATL,Weather,
2015-03-04 20:00:00,DFW,ATL,Weather,
2015-03-04 20:00:00,EVV,ATL,Weather,
2015-03-04 21:00:00,DFW,ATL,Weather,
2015-03-04 23:00:00,DFW,ATL,Weather,
2015-03-05 07:00:00,VPS,ATL,Weather,
2015-03-05 08:00:00,SHV,ATL,Weather,
2015-03-05 08:00:00,LIT,ATL,Weather,
2015-03-05 08:00:00,MEM,ATL,Weather,
2015-03-05 07:00:00,SDF,ATL,Weather,
2015-03-05 08:00:00,DCA,ATL,Weather,
2015-03-05 08:00:00,PHF,ATL,Weather,
2015-03-05 08:00:00,MLU,ATL,Weather,
2015-03-05 09:00:00,PHL,ATL,Weather,
2015-03-05 08:00:00,LEX,ATL,Weather,
2015-03-05 08:00:00,PHL,ATL,Weather,
2015-03-05 09:00:00,LGA,ATL,Weather,
2015-03-05 09:00:00,EWR,ATL,Weather,
2015-03-05 10:00:00,DAL,ATL,Weather,
2015-03-05 10:00:00,GRK,ATL,Weather,
2015-03-05 10:00:00,AUS,ATL,Weather,
2015-03-05 10:00:00,OKC,ATL,Weather,
2015-03-05 09:00:00,GTR,ATL,Weather,
2015-03-05 09:00:00,DCA,ATL,Weather,
2015-03-05 10:00:00,DFW,ATL,Weather,
2015-03-05 10:00:00,LGA,ATL,Weather,
2015-03-05 09:00:00,LEX,ATL,Weather,
2015-03-05 09:00:00,IAD,ATL,Weather,
2015-03-05 10:00:00,PHL,ATL,Weather,
2015-03-05 10:00:00,EWR,ATL,Weather,
2015-03-05 11:00:00,DFW,ATL,Weather,
2015-03-05 10:00:00,SHV,ATL,Weather,
2015-03-05 10:00:00,PHL,ATL,Weather,
2015-03-05 11:00:00,LGA,ATL,Weather,
2015-03-05 11:00:00,EWR,ATL,Weather,
2015-03-05 10:00:00,HSV,ATL,Weather,
2015-03-05 11:00:00,DFW,ATL,Weather,
2015-03-05 11:00:00,PHL,ATL,Weather,
2015-03-05 11:00:00,BWI,ATL,Weather,
2015-03-05 11:00:00,JAN,ATL,Weather,
2015-03-05 11:00:00,BNA,ATL,Weather,
2015-03-05 11:00:00,HSV,ATL,Weather,
2015-03-05 12:00:00,LGA,ATL,Weather,
2015-03-05 13:00:00,DFW,ATL,Weather,
2015-03-05 13:00:00,BTR,ATL,Weather,
2015-03-05 12:00:00,SDF,ATL,Weather,
2015-03-05 12:00:00,GTR,ATL,Weather,
2015-03-05 13:00:00,HPN,ATL,Weather,
2015-03-05 13:00:00,BNA,ATL,Weather,
2015-03-05 14:00:00,AEX,ATL,Weather,
2015-03-05 13:00:00,DCA,ATL,Weather,
2015-03-05 14:00:00,MLU,ATL,Weather,
2015-03-05 14:00:00,SHV,ATL,Weather,
2015-03-05 13:00:00,CRW,ATL,Weather,
2015-03-05 14:00:00,PHL,ATL,Weather,
2015-03-05 14:00:00,JAN,ATL,Weather,
2015-03-05 15:00:00,LGA,ATL,Weather,
2015-03-05 15:00:00,LGA,ATL,Weather,
2015-03-05 14:00:00,ABE,ATL,Weather,
2015-03-05 14:00:00,DCA,ATL,Weather,
2015-03-05 15:00:00,HPN,ATL,Weather,
2015-03-05 15:00:00,BWI,ATL,Weather,
2015-03-05 14:00:00,CAE,ATL,Weather,
2015-03-05 16:00:00,LGA,ATL,Weather,
2015-03-05 16:00:00,PHF,ATL,Weather,
2015-03-05 15:00:00,ROA,ATL,Weather,
2015-03-05 17:00:00,AEX,ATL,Weather,
2015-03-05 17:00:00,DFW,ATL,Weather,
2015-03-05 16:00:00,CRW,ATL,Weather,
2015-03-05 18:00:00,LGA,ATL,Weather,
2015-03-05 18:00:00,HPN,ATL,Weather,
2015-03-05 18:00:00,EWR,ATL,Weather,
2015-03-05 18:00:00,PHF,ATL,Weather,
2015-03-05 18:00:00,PHL,ATL,Weather,
2015-03-05 19:00:00,PHL,ATL,Weather,
2015-03-05 18:00:00,RIC,ATL,Weather,
2015-03-05 19:00:00,EWR,ATL,Weather,
2015-03-05 18:00:00,ROA,ATL,Weather,
2015-03-05 19:00:00,DCA,ATL,Weather,
2015-03-05 19:00:00,HPN,ATL,Weather,
2015-03-05 20:00:00,AEX,ATL,Weather,
2015-03-05 19:00:00,CHO,ATL,Weather,
2015-03-05 21:00:00,LGA,ATL,Weather,
2015-03-05 21:00:00,LGA,ATL,Weather,
2015-03-05 22:00:00,LGA,ATL,Weather,
2015-03-05 21:00:00,BWI,ATL,Weather,
2015-03-05 21:00:00,HPN,ATL,Weather,
2015-03-05 21:00:00,BWI,ATL,Weather,
2015-03-05 22:00:00,LGA,ATL,Weather,
2015-03-05 22:00:00,PHL,ATL,Weather,
2015-03-05 21:00:00,PHF,ATL,Weather,
2015-03-05 21:00:00,ROA,ATL,Weather,
2015-03-05 23:00:00,LGA,ATL,Weather,
2015-03-05 22:00:00,BWI,ATL,Weather,
2015-03-05 23:00:00,DCA,ATL,Weather,
2015-03-06 08:00:00,AEX,ATL,Weather,
2015-03-06 09:00:00,LGA,ATL,Weather,
2015-03-06 08:00:00,CAK,ATL,Weather,
2015-03-06 09:00:00,PHL,ATL,Weather,
2015-03-06 09:00:00,PHL,ATL,Weather,
2015-03-06 09:00:00,LGA,ATL,Weather,
2015-03-06 09:00:00,DCA,ATL,Weather,
2015-03-06 10:00:00,LGA,ATL,Weather,
2015-03-06 10:00:00,LGA,ATL,Weather,
2015-03-06 11:00:00,LGA,ATL,Weather,
2015-03-06 13:00:00,LGA,ATL,Weather,
2015-03-07 10:00:00,LGA,ATL,Weather,
2015-03-10 13:00:00,MDW,ATL,Weather,
2015-03-11 08:00:00,CAK,ATL,Weather,
2015-03-11 08:00:00,AVP,ATL,Weather,
2015-03-11 10:00:00,FWA,ATL,Weather,
2015-03-11 11:00:00,LEX,ATL,Weather,
2015-03-11 11:00:00,PNS,ATL,Weather,
2015-03-11 13:00:00,MDW,ATL,Weather,
2015-03-12 17:00:00,VPS,ATL,Weather,
2015-03-15 10:00:00,HPN,ATL,Weather,
2015-03-20 08:00:00,DCA,ATL,Weather,
2015-03-20 12:00:00,LGA,ATL,Weather,
2015-03-20 16:00:00,EWR,ATL,Weather,
2015-03-20 16:00:00,BWI,ATL,Weather,
2015-03-20 18:00:00,EWR,ATL,Weather,
2015-03-20 18:00:00,ABE,ATL,Weather,
2015-03-20 20:00:00,PHL,ATL,Weather,
2015-03-20 20:00:00,LGA,ATL,Weather,
2015-03-20 21:00:00,JFK,ATL,Weather,
2015-03-20 22:00:00,LGA,ATL,Weather,
2015-03-21 00:00:00,EWR,ATL,Weather,
2015-03-21 10:00:00,HPN,ATL,Weather,
2015-03-23 15:00:00,MDW,ATL,Weather,
2015-03-23 16:00:00,ORD,ATL,Weather,
2015-03-23 20:00:00,ORD,ATL,Weather,
2015-03-23 00:00:00,MDW,ATL,Weather,
2015-04-08 09:00:00,BMI,ATL,Weather,
2015-04-09 13:00:00,ORD,ATL,Weather,
2015-04-09 14:00:00,ORD,ATL,Weather,
2015-04-09 15:00:00,ORD,ATL,Weather,
2015-04-09 21:00:00,ORD,ATL,Weather,
2015-04-09 21:00:00,MDW,ATL,Weather,
2015-04-10 00:00:00,ORD,ATL,Weather,
2015-04-10 17:00:00,VPS,ATL,Weather,
2015-04-10 18:00:00,HSV,ATL,Weather,
2015-04-10 20:00:00,MSN,ATL,Weather,
2015-04-10 19:00:00,PHF,ATL,Weather,
2015-04-10 21:00:00,TUL,ATL,Weather,
2015-04-11 08:00:00,ILM,ATL,Weather,
2015-04-11 09:00:00,CID,ATL,Weather,
2015-04-11 07:00:00,CSG,ATL,Weather,
2015-04-11 10:00:00,FWA,ATL,Weather,
2015-04-11 10:00:00,AZO,ATL,Weather,
2015-04-13 14:00:00,DFW,ATL,Weather,
2015-04-16 22:00:00,IAH,ATL,Weather,
2015-04-18 11:00:00,AVL,ATL,Weather,
2015-04-20 15:00:00,LGA,ATL,Weather,
2015-04-20 22:00:00,LGA,ATL,Weather,
2015-04-20 22:00:00,BWI,ATL,Weather,
2015-04-21 08:00:00,HPN,ATL,Weather,
2015-04-21 09:00:00,LGA,ATL,Weather,
2015-04-25 10:00:00,SHV,ATL,Weather,
2015-04-27 15:00:00,MSY,ATL,Weather,
2015-05-06 10:00:00,MDW,ATL,Weather,
2015-05-06 10:00:00,MDW,ATL,Weather,
2015-05-07 10:00:00,LNK,ATL,Weather,
2015-05-09 17:00:00,DFW,ATL,Weather,
2015-05-10 14:00:00,DFW,ATL,Weather,
2015-05-10 15:00:00,DFW,ATL,Weather,
2015-05-10 19:00:00,DFW,ATL,Weather,
2015-05-10 22:00:00,DFW,ATL,Weather,
2015-05-11 10:00:00,DFW,ATL,Weather,
2015-05-11 13:00:00,ACY,ATL,Weather,
2015-05-18 12:00:00,LGA,ATL,Weather,
2015-05-18 19:00:00,BMI,ATL,Weather,
2015-05-18 19:00:00,PHF,ATL,Weather,
2015-05-19 00:00:00,CLT,ATL,Weather,
2015-05-25 20:00:00,BTR,ATL,Weather,
2015-05-25 21:00:00,XNA,ATL,Weather,
2015-05-25 20:00:00,ILM,ATL,Weather,
2015-05-25 20:00:00,TYS,ATL,Weather,
2015-05-25 22:00:00,DFW,ATL,Weather,
2015-05-25 23:00:00,IAH,ATL,Weather,
2015-05-25 23:00:00,HOU,ATL,Weather,
2015-05-25 07:00:00,LAS,ATL,Weather,
2015-05-26 08:00:00,GSP,ATL,Weather,
2015-05-26 16:00:00,DCA,ATL,Weather,
2015-05-26 16:00:00,HSV,ATL,Weather,
2015-05-26 18:00:00,BHM,ATL,Weather,
2015-05-26 19:00:00,MGM,ATL,Weather,
2015-05-26 20:00:00,VPS,ATL,Weather,
2015-05-26 20:00:00,BNA,ATL,Weather,
2015-05-26 20:00:00,SBN,ATL,Weather,
2015-05-26 20:00:00,FNT,ATL,Weather,
2015-05-26 20:00:00,FWA,ATL,Weather,
2015-05-26 21:00:00,TUL,ATL,Weather,
2015-05-26 19:00:00,FAY,ATL,Weather,
2015-05-26 21:00:00,MDW,ATL,Weather,
2015-05-26 20:00:00,MOB,ATL,Weather,
2015-05-26 20:00:00,HSV,ATL,Weather,
2015-05-26 21:00:00,XNA,ATL,Weather,
2015-05-26 20:00:00,SDF,ATL,Weather,
2015-05-26 20:00:00,SAV,ATL,Weather,
2015-05-26 21:00:00,AUS,ATL,Weather,
2015-05-26 20:00:00,GSO,ATL,Weather,
2015-05-26 21:00:00,STL,ATL,Weather,
2015-05-26 21:00:00,MSY,ATL,Weather,
2015-05-26 21:00:00,JAN,ATL,Weather,
2015-05-26 19:00:00,GSP,ATL,Weather,
2015-05-26 20:00:00,CHS,ATL,Weather,
2015-05-26 21:00:00,MEM,ATL,Weather,
2015-05-26 21:00:00,CLE,ATL,Weather,
2015-05-26 20:00:00,TPA,ATL,Weather,
2015-05-26 20:00:00,AGS,ATL,Weather,
2015-05-26 20:00:00,TYS,ATL,Weather,
2015-05-26 21:00:00,CMH,ATL,Weather,
2015-05-26 21:00:00,PBI,ATL,Weather,
2015-05-26 21:00:00,RSW,ATL,Weather,
2015-05-26 21:00:00,IAD,ATL,Weather,
2015-05-26 22:00:00,ORD,ATL,Weather,
2015-05-26 22:00:00,MSY,ATL,Weather,
2015-05-26 22:00:00,IAH,ATL,Weather,
2015-05-26 21:00:00,MGM,ATL,Weather,
2015-05-26 21:00:00,PIT,ATL,Weather,
2015-05-26 21:00:00,RIC,ATL,Weather,
2015-05-26 21:00:00,MCO,ATL,Weather,
2015-05-26 21:00:00,IND,ATL,Weather,
2015-05-26 22:00:00,EWR,ATL,Weather,
2015-05-26 22:00:00,PHL,ATL,Weather,
2015-05-26 21:00:00,GNV,ATL,Weather,
2015-05-26 21:00:00,SDF,ATL,Weather,
2015-05-26 22:00:00,MOB,ATL,Weather,
2015-05-26 21:00:00,RDU,ATL,Weather,
2015-05-26 21:00:00,CLT,ATL,Weather,
2015-05-26 23:00:00,DFW,ATL,Weather,
2015-05-26 21:00:00,JAX,ATL,Weather,
2015-05-26 22:00:00,FLL,ATL,Weather,
2015-05-26 21:00:00,TLH,ATL,Weather,
2015-05-26 22:00:00,ORF,ATL,Weather,
2015-05-26 23:00:00,LGA,ATL,Weather,
2015-05-26 22:00:00,BWI,ATL,Weather,
2015-05-26 22:00:00,MIA,ATL,Weather,
2015-05-27 00:00:00,DFW,ATL,Weather,
2015-05-26 22:00:00,MCO,ATL,Weather,
